event_id,event_date,event_type,valence,hf_weighted,hf_total_v3,delta_hf_weighted,source_category
e828ff6e1738,1947-10-17,psychological_crisis,negative,-9.958127227218526,-6.868003492157957,3.2900037274708502,birth_certificate
8a6e16007649,1961-06-01,education_end,positive,-13.398046534383017,-9.853246849333656,-0.1499155796936406,birth_certificate
ead93b5d5063,1962-01-01,education_start,neutral,-11.773628486831097,-8.769843743709531,1.4745024678582794,birth_certificate
04178a32c901,1963-09-28,arrest,negative,-12.797145652042456,-9.046623740598482,0.4509853026469201,birth_certificate
2c96210b20b5,1964-01-01,education_start,neutral,-11.13403217354328,-7.09290279241598,2.1140987811460974,birth_certificate
f857aa42b668,1965-01-01,professional_milestone,positive,-12.688321115824136,-9.573830603034898,0.5598098388652399,birth_certificate
dcae3556482f,1967-01-01,professional_milestone,positive,-14.98075746581625,-11.386771973588928,-1.732626511126874,birth_certificate
dcae3556482f,1967-01-01,arrest,negative,-14.98075746581625,-11.386771973588928,-1.732626511126874,birth_certificate
b57e93da16be,1967-09-30,marriage,positive,-10.674129874871598,-7.51020921897636,2.574001079817778,birth_certificate
eb0bc1ebab5f,1969-01-01,political_event,negative,-11.458340299680495,-7.88843147665059,1.7897906550088791,birth_certificate
ca7479878bc7,1971-07-03,death,negative,-13.689239922178738,-9.985276490601027,-0.4411089674893613,birth_certificate
b5cd924db91c,1993-01-01,award,positive,-11.69752546959438,-8.080633223229334,1.5506054850949962,birth_certificate
c4c2c326daba,1929-06-04,divorce,negative,-18.2213381109176,-14.823346092544824,-6.8608685755043854,birth_certificate
80a98ea75164,1933-02-11,birth_child,positive,-8.807953002002403,-4.963613450224026,2.552516533410808,birth_certificate
8899ea2805bb,1935-01-01,professional_milestone,positive,-15.44496581310214,-11.472334121081428,-4.084496277688929,birth_certificate
3a8b0a0368c0,1935-07-01,death,negative,-19.50391986800321,-16.20539554399081,-8.143450332590001,birth_certificate
2afc6765b429,1944-12-01,professional_milestone,positive,-12.476952857068431,-7.637751639525913,-1.116483321655222,birth_certificate
d2f894cec1e1,1945-01-01,artistic_creation,positive,-14.861474612899244,-10.29045139896166,-3.501005077486033,birth_certificate
5001ef65f932,1947-01-01,artistic_creation,positive,-12.114982786059754,-8.202145009030993,-0.7545132506465428,birth_certificate
b8c171fa3485,1950-07-01,relationship_start,positive,-12.569190900071064,-9.44001065878162,-1.208721364657853,birth_certificate
45acdb92c7f1,1951-01-01,accident,negative,-11.346092888660984,-6.2667674233338495,0.0143766467522254,birth_certificate
3f8aafd5eb85,1952-01-01,marriage,positive,-12.699533799403738,-7.885297736530333,-1.3390642639905277,birth_certificate
0f1385827346,1952-09-20,marriage,positive,-13.942891425305309,-10.360507589217182,-2.582421889892098,birth_certificate
0f1385827346,1952-09-20,marriage,positive,-13.942891425305309,-10.360507589217182,-2.582421889892098,birth_certificate
f347b5c74b5e,1957-01-01,divorce,negative,-14.455145147870272,-10.794080892697258,-3.0946756124570616,birth_certificate
58d1c802b180,1962-01-01,marriage,positive,-16.45998619881985,-13.245623678494168,-5.099516663406638,birth_certificate
6dafd8fb01d9,1962-10-09,marriage,positive,-9.68127709911488,-6.289178929373046,1.6791924362983297,birth_certificate
6dafd8fb01d9,1962-10-09,marriage,positive,-9.68127709911488,-6.289178929373046,1.6791924362983297,birth_certificate
a7001587fdff,1963-04-01,artistic_creation,neutral,-13.461239568281652,-10.398789385222026,-2.100770032868441,birth_certificate
700201074ec5,1963-10-10,death,negative,-12.34049445825728,-8.703513460751102,-0.980024922844068,birth_certificate
9acd8e283e67,1977-01-01,award,positive,-14.411786892959238,-10.743438021311976,-3.0513173575460275,birth_certificate
f66b2fd215ef,1998-01-01,award,positive,-13.780824540812642,-10.585824500670697,-2.420355005399431,birth_certificate
9fbe45b8cdb9,1914-01-01,relocation,neutral,-7.008560571914979,-2.907034313284462,6.083601278244389,birth_certificate
0b6343f181a1,1918-01-01,education_end,positive,-6.494188329311452,-2.78265793186831,6.597973520847916,birth_certificate
15ba82781eae,1921-01-01,relocation,neutral,-9.731868852645734,-6.421307103342425,3.3602929975136338,birth_certificate
c54bc2c4283f,1923-01-01,publication,positive,-20.07175855394217,-16.72046973091995,-6.979596703782804,birth_certificate
9ff0848eaa94,1933-01-01,professional_milestone,positive,-14.67150253198187,-11.053838417048606,-1.5793406818225026,birth_certificate
f6ab428453b2,1935-01-01,publication,positive,-15.574583079650322,-11.732525716586578,-2.4824212294909547,birth_certificate
c4e31466caf9,1938-12-24,accident,negative,-12.23576855527285,-8.454206168534284,0.8563932948865176,birth_certificate
544cb49a5706,1939-05-01,artistic_creation,positive,-10.152231394583898,-6.6508218169317335,2.9399304555754693,birth_certificate
c013c28d6356,1941-01-01,publication,positive,-11.857409379921908,-6.976267368275737,1.23475247023746,birth_certificate
4ea9a7111fbc,1955-01-01,professional_milestone,positive,-16.355122047665347,-12.06352451890275,-3.262960197505979,birth_certificate
64a45eb19548,1961-01-01,award,positive,-16.25947996448775,-13.128939218217958,-3.1673181143283813,birth_certificate
15023fc0b194,1971-01-01,award,positive,-10.533503279736566,-6.798850424246404,2.5586585704228018,birth_certificate
2e22bf5f5167,1972-01-01,award,positive,-13.393386911852303,-9.893836787110551,-0.3012250616929357,birth_certificate
6a1c619c86cd,1973-01-01,award,positive,-7.744434123022504,-4.679346789336659,5.347727727136864,birth_certificate
1399c3c11e2a,1986-06-14,death,negative,-14.561198377608765,-10.96627392122378,-1.469036527449397,birth_certificate
01e169d3205e,2006-01-01,award,positive,-10.613490557031191,-6.770506915055673,2.478671293128176,birth_certificate
fbe19a221adc,2008-01-01,award,positive,-10.541362948958335,-7.540818640819253,2.5507989012010324,birth_certificate
fbe19a221adc,2008-01-01,award,positive,-10.541362948958335,-7.540818640819253,2.5507989012010324,birth_certificate
a8cfe06c019f,2018-01-01,award,positive,-14.076720150621542,-11.069760249987084,-0.984558300462174,birth_certificate
17a97351341a,1938-09-20,birth_child,positive,-5.907597396833062,-1.5112254586655212,3.067751803627682,birth_certificate
13c4caf2e70e,1939-05-06,relocation,neutral,-13.081733169180078,-9.10268431707627,-4.106383968719333,birth_certificate
f9e4d85734cf,1939-09-22,professional_milestone,positive,-12.827219775326446,-8.957113144517253,-3.8518705748657016,birth_certificate
cb32629f1e7f,1942-01-01,professional_milestone,positive,-12.379920104755724,-8.822357785308212,-3.404570904294978,birth_certificate
29236993b9ba,1944-01-01,award,positive,-11.7455276086875,-8.136734975584606,-2.770178408226757,birth_certificate
162ba93dee73,1945-03-15,award,positive,-17.99327548586082,-14.243193981253786,-9.017926285400076,birth_certificate
4c9f0e94f9c0,1947-01-01,award,positive,-11.01548862291078,-7.043270509195037,-2.040139422450036,birth_certificate
5827aa995e21,1950-01-01,relationship_start,positive,-12.661349250753592,-8.587179087974295,-3.686000050292849,birth_certificate
0e3d457a241c,1950-05-24,marriage,positive,-16.99517727828538,-13.598230793743866,-8.019828077824634,birth_certificate
0e3d457a241c,1950-05-24,marriage,positive,-16.99517727828538,-13.598230793743866,-8.019828077824634,birth_certificate
38d2013368b5,1952-06-18,birth_child,positive,-13.017357961648004,-9.368764328822664,-4.042008761187258,birth_certificate
38d2013368b5,1952-06-18,birth_child,positive,-13.017357961648004,-9.368764328822664,-4.042008761187258,birth_certificate
4dc2e6e5fb03,1954-01-01,professional_milestone,positive,-10.880048463995166,-6.48024786223624,-1.9046992635344215,birth_certificate
c216153ce68d,1956-01-01,award,positive,-12.426716386288469,-8.314535367520444,-3.4513671858277224,birth_certificate
3b1985e7ba86,1957-03-27,award,positive,-13.410483439289816,-9.35352595461552,-4.435134238829072,birth_certificate
026446609999,1958-01-01,marriage,positive,-13.046568477558758,-9.170414067328275,-4.071219277098013,birth_certificate
026446609999,1958-01-01,marriage,positive,-13.046568477558758,-9.170414067328275,-4.071219277098013,birth_certificate
c5955128d95f,1960-01-01,award,positive,-11.92266958307452,-8.692752204856927,-2.9473203826137766,birth_certificate
b86f631404e8,1974-01-01,health_critical,negative,-13.03976394006941,-9.217254480999534,-4.064414739608665,birth_certificate
b86f631404e8,1974-01-01,professional_milestone,positive,-13.03976394006941,-9.217254480999534,-4.064414739608665,birth_certificate
605024446bed,1975-04-08,award,positive,-8.76047644217556,-4.6963081670242826,0.2148727582851837,birth_certificate
a10b7b6d9d26,1976-01-01,award,positive,-13.973767101083215,-9.75782910328503,-4.9984179006224725,birth_certificate
4e750eeafc22,1982-01-01,award,positive,-10.594853407058356,-6.008666356779111,-1.6195042065976128,birth_certificate
600d0dc1132c,1982-08-29,death,negative,-14.906619589756923,-11.653635017376336,-5.931270389296181,birth_certificate
dc612d888038,1992-01-01,award,positive,-8.313260366046137,-5.278639274197404,0.6620888344146074,birth_certificate
cd2bf55b780c,1999-01-01,award,positive,-12.285987309680351,-8.502710511111054,-3.3106381092196067,birth_certificate
3483d5d86f44,1942-06-19,marriage,positive,-10.394565796069916,-6.533841755878536,-0.6347316632062263,birth_certificate
3483d5d86f44,1942-06-19,marriage,positive,-10.394565796069916,-6.533841755878536,-0.6347316632062263,birth_certificate
3483d5d86f44,1942-06-19,marriage,positive,-10.394565796069916,-6.533841755878536,-0.6347316632062263,birth_certificate
9a84fe0607dc,1946-01-01,divorce,negative,-12.0194430460267,-8.747115182494593,-2.259608913163012,birth_certificate
8958b7d0952c,1946-08-01,professional_milestone,positive,-10.024679455321758,-5.7102870299145305,-0.2648453224580684,birth_certificate
1b98dc289c06,1946-09-01,relationship_start,neutral,-11.629950610640284,-7.701069544481481,-1.8701164777765944,birth_certificate
e1b3119f4b56,1951-01-01,education_start,neutral,-11.18582834187649,-7.029522259850102,-1.425994209012801,birth_certificate
e1b3119f4b56,1951-01-01,professional_milestone,positive,-11.18582834187649,-7.029522259850102,-1.425994209012801,birth_certificate
d77378970d96,1953-01-01,professional_milestone,positive,-18.83316817334202,-14.877622002723797,-9.073334040478333,birth_certificate
20b049a15715,1954-01-01,professional_milestone,positive,-14.762604837262383,-11.229026496706048,-5.002770704398694,birth_certificate
41e723f76644,1954-01-14,marriage,positive,-16.484378795785382,-12.945224194776888,-6.7245446629216925,birth_certificate
41e723f76644,1954-01-14,marriage,positive,-16.484378795785382,-12.945224194776888,-6.7245446629216925,birth_certificate
41e723f76644,1954-01-14,marriage,positive,-16.484378795785382,-12.945224194776888,-6.7245446629216925,birth_certificate
c185098f26e3,1955-01-01,professional_milestone,positive,-16.5910265354526,-12.947025593204527,-6.8311924025889095,birth_certificate
98201dda6403,1956-01-01,professional_milestone,positive,-13.242597204886993,-10.23281109347486,-3.482763072023303,birth_certificate
b08cdebc6ed5,1956-06-29,marriage,positive,-13.307807765059495,-8.710754516083739,-3.5479736321958057,birth_certificate
b08cdebc6ed5,1956-06-29,marriage,positive,-13.307807765059495,-8.710754516083739,-3.5479736321958057,birth_certificate
b08cdebc6ed5,1956-06-29,marriage,positive,-13.307807765059495,-8.710754516083739,-3.5479736321958057,birth_certificate
ccab6f60dd7f,1957-01-01,professional_milestone,positive,-13.818518378990843,-10.725780581286944,-4.058684246127154,birth_certificate
ebd5cb2db198,1958-01-01,award,positive,-16.424235014694553,-13.409322355485653,-6.664400881830863,birth_certificate
fa19a9836c4c,1959-01-01,award,positive,-15.358961136875498,-12.3288001438518,-5.599127004011809,birth_certificate
e8af567bc690,1960-01-01,award,positive,-12.907879132080549,-9.959049456500903,-3.1480449992168573,birth_certificate
c1194c3b7db9,1961-01-01,award,positive,-18.738658215637507,-14.286875477095723,-8.978824082773817,birth_certificate
c1194c3b7db9,1961-01-01,professional_milestone,neutral,-18.738658215637507,-14.286875477095723,-8.978824082773817,birth_certificate
d5882d75bbc9,1962-08-04,death,negative,-12.38537631072142,-9.248486935912862,-2.6255421778577297,birth_certificate
9278742be53c,1962-08-05,death,negative,-12.087789008303425,-8.740489144394735,-2.327954875439733,birth_certificate
aa675f0683e2,1949-01-26,military_service,neutral,-11.333762479525786,-7.616509418963494,-1.1504712186432968,birth_certificate
60488d4defb2,1949-02-24,military_service,neutral,-8.41578717043415,-4.918584601851121,1.7675040904483392,birth_certificate
1c9b2281d8aa,1949-09-09,professional_milestone,positive,-8.521971206181533,-5.220461384889282,1.6613200547009566,birth_certificate
9ddaf602b2d1,1950-03-02,professional_milestone,positive,-11.530181352569704,-7.679620488523726,-1.3468900916872144,birth_certificate
1259f5349c1f,1950-08-16,professional_milestone,positive,-5.452388274999264,-2.230138139803131,4.730902985883225,birth_certificate
ab60e27ff377,1950-08-23,professional_milestone,positive,-11.421630363666592,-8.006512972596724,-1.2383391027841029,birth_certificate
bf8ec2e04edf,1951-06-05,professional_milestone,positive,-14.342947730964454,-10.72686829389446,-4.1596564700819645,birth_certificate
e7a33bc55515,1951-08-29,military_service,neutral,-9.906987294902226,-6.771944297754359,0.2763039659802633,birth_certificate
824b533ad58f,1952-03-05,military_service,neutral,-18.87540094072132,-15.26999431703275,-8.692109679838827,birth_certificate
944d72b1fa1a,1952-08-23,military_service,neutral,-14.61592232190182,-11.255361599331057,-4.432631061019331,birth_certificate
0deb46ccee9d,1956-01-28,marriage,positive,-11.78920579490806,-7.324906535687252,-1.6059145340255707,birth_certificate
0deb46ccee9d,1956-01-28,marriage,positive,-11.78920579490806,-7.324906535687252,-1.6059145340255707,birth_certificate
fb37d53c8540,1957-06-30,birth_child,positive,-8.050901684167652,-4.474938255796232,2.132389576714837,birth_certificate
f23b7b18ea1e,1966-03-01,professional_milestone,positive,-13.350394507416002,-7.769992110203281,-3.1671032465335127,birth_certificate
41c947ca5120,1969-01-01,award,positive,-10.788533213498091,-7.165924880795562,-0.6052419526156019,birth_certificate
688c5b974db2,1969-07-20,professional_milestone,positive,-14.72441511391698,-11.53135105834669,-4.541123853034492,birth_certificate
c4b24cc4d3b9,1969-07-21,professional_milestone,positive,-14.391800249835406,-11.132245126490137,-4.208508988952916,birth_certificate
b31c4c053fd4,1970-01-01,award,positive,-15.492507648038968,-12.29854032198726,-5.309216387156479,birth_certificate
b31c4c053fd4,1970-01-01,award,positive,-15.492507648038968,-12.29854032198726,-5.309216387156479,birth_certificate
4ee4b7c47742,1971-01-01,retirement,neutral,-11.039322940770427,-7.970886396036603,-0.8560316798879395,birth_certificate
eefa48e0d222,1978-01-01,award,positive,-9.52621379433047,-6.002252634263014,0.6570774665520194,birth_certificate
f22de6043d4f,1978-10-01,award,positive,-9.419317496900458,-6.406813665838445,0.7639737639820314,birth_certificate
b5b9da755f9a,1979-01-01,award,positive,-10.53114474009617,-6.886120854244874,-0.3478534792136809,birth_certificate
c93ad6ffa14d,1994-01-01,marriage,positive,-5.23762034328584,-2.173438410959295,4.945670917596649,birth_certificate
c93ad6ffa14d,1994-01-01,marriage,positive,-5.23762034328584,-2.173438410959295,4.945670917596649,birth_certificate
036084fdf19e,1999-01-01,award,positive,-12.532851092697523,-9.048280634590862,-2.349559831815034,birth_certificate
927893284ce2,2009-01-01,award,positive,-4.106645966007235,-1.23236705934967,6.076645294875254,birth_certificate
bf66a8c90da8,2012-08-25,death,negative,-13.100594711786282,-8.851648169905207,-2.917303450903793,birth_certificate
cefb4598c811,1953-08-01,professional_milestone,positive,-16.043608041088348,-12.757848207989658,0.2911746823574326,birth_certificate
a1c0bebb2be5,1954-01-01,professional_milestone,neutral,-10.105577085391982,-6.548962360238898,6.229205638053799,birth_certificate
d5dac55c72d8,1954-07-05,professional_milestone,positive,-10.367603084770645,-6.029762637095263,5.9671796386751375,birth_certificate
884ebe76af2b,1954-07-17,professional_milestone,positive,-12.29669970346247,-7.694753491047798,4.0380830199833095,birth_certificate
f38071de0512,1956-01-01,professional_milestone,positive,-12.81123912725828,-9.179819948282066,3.523543596187501,birth_certificate
883deba6947d,1956-11-01,professional_milestone,positive,-10.974351319704231,-8.00382854009114,5.360431403741547,birth_certificate
af72c5b83a9e,1958-01-01,military_service,neutral,-13.39233814226376,-10.051383015782257,2.94244458118202,birth_certificate
8133b92855c2,1960-01-01,professional_milestone,positive,-11.013161700652889,-7.981050120978359,5.321621022792892,birth_certificate
205baa37a2f5,1967-05-01,marriage,positive,-12.3110660198205,-8.59430789881345,4.023716703625279,birth_certificate
b98f1e5ef9d7,1968-01-01,professional_milestone,positive,-13.026582027010326,-9.568651839798848,3.3082006964354544,birth_certificate
3db8140ba305,1968-02-01,birth_child,positive,-10.47358274749392,-7.144145996430389,5.861199975951859,birth_certificate
c84141fb6edb,1971-01-01,award,positive,-11.292364387678813,-8.2005230947806,5.042418335766968,birth_certificate
4c71df6c74ac,1973-01-01,professional_milestone,positive,-9.378425177436943,-6.378173533694206,6.956357546008837,birth_certificate
1479d71b922a,1977-08-16,death,negative,-12.094994919958722,-8.638777422207104,4.239787803487058,birth_certificate
f7ee028f8428,1986-01-01,award,positive,-12.041538879589726,-9.041359454346384,4.293243843856054,birth_certificate
ff9eaf324df9,2011-01-01,award,positive,-13.408120035960344,-10.075250099641035,2.926662687485436,birth_certificate
618b461aaa8b,2018-01-01,award,positive,-11.68699467374168,-8.408349569865148,4.647788049704101,birth_certificate
6d80c5156f2a,1962-01-01,professional_milestone,neutral,-16.657743593992734,-13.425395679395123,-5.783027230431413,biography
1f39b49415e0,1966-01-01,artistic_creation,neutral,-12.65529103477724,-9.132445026196738,-1.780574671215918,biography
8d6ca3de05ff,1969-07-11,professional_milestone,positive,-10.000288918481829,-6.307536293025821,0.8744274450794922,biography
731e4ad0bdd7,1970-03-19,marriage,positive,-9.688330372460152,-4.911204120610115,1.1863859911011687,biography
731e4ad0bdd7,1970-03-19,marriage,positive,-9.688330372460152,-4.911204120610115,1.1863859911011687,biography
bdabcb6c3e50,1971-05-30,birth_child,positive,-16.23024477304378,-11.521303136989156,-5.355528409482458,biography
6ec4f2b8ddff,1972-01-01,professional_milestone,positive,-14.59393598806413,-10.08090128558048,-3.719219624502809,biography
30db667e871e,1975-01-01,professional_milestone,positive,-12.181347751220748,-7.879537371206226,-1.3066313876594275,biography
0a844af14739,1976-01-01,award,positive,-15.55059394207849,-11.68027027120262,-4.67587757851717,biography
0a844af14739,1976-01-01,artistic_creation,positive,-15.55059394207849,-11.68027027120262,-4.67587757851717,biography
690725dc46e8,1977-01-01,artistic_creation,positive,-13.662498925109244,-10.08544955592167,-2.7877825615479246,biography
ac04539a5822,1980-01-01,professional_milestone,positive,-12.254580963879745,-8.395096903481175,-1.379864600318422,biography
28320cc69fb9,1983-01-01,professional_milestone,positive,-13.023616411829188,-9.681735299158287,-2.1489000482678677,biography
c6d182576fdb,1992-04-24,marriage,positive,-14.13137329229421,-10.56334548195373,-3.2566569287328893,biography
c6d182576fdb,1992-04-24,marriage,positive,-14.13137329229421,-10.56334548195373,-3.2566569287328893,biography
66d61c1e5e70,1996-01-01,award,positive,-6.806952254116307,-3.671951434053092,4.067764109445013,biography
d4eb17b29669,1997-02-12,award,positive,-18.45998095489921,-15.430577501759656,-7.585264591337887,biography
643fc3dbf49c,1998-01-01,award,positive,-13.472603768016857,-10.24760375516454,-2.597887404455536,biography
223541c66b68,2000-01-01,award,positive,-16.202397158035417,-13.091251982718134,-5.327680794474096,biography
e2b516238053,2000-08-15,birth_child,positive,-10.535346634239591,-6.107336885872858,0.3393697293217297,biography
3eba328b9757,2002-01-01,award,positive,-11.136431938765242,-7.263522690960215,-0.2617155752039206,biography
e4a741562c79,2004-01-01,award,positive,-12.994936856166154,-9.101551871334577,-2.120220492604833,biography
e4a741562c79,2004-01-01,retirement,negative,-12.994936856166154,-9.101551871334577,-2.120220492604833,biography
d0e14b04b285,2006-01-01,award,positive,-13.665078546701784,-10.49277521480398,-2.790362183140463,biography
d0e14b04b285,2006-01-01,professional_milestone,neutral,-13.665078546701784,-10.49277521480398,-2.790362183140463,biography
f6133e25d9f8,2007-01-01,award,positive,-13.087842367810126,-9.97930518105503,-2.213126004248805,biography
287604576449,2013-01-01,award,positive,-17.38301508328676,-14.315749063200546,-6.50829871972544,biography
287604576449,2013-01-01,artistic_creation,positive,-17.38301508328676,-14.315749063200546,-6.50829871972544,biography
1f298b772f67,2016-01-10,death,negative,-13.165889771755348,-9.857716275469544,-2.2911734081940267,biography
43dd7682433c,1960-10-29,professional_milestone,positive,-13.796882980478957,-10.655534904019897,-1.601832572651988,birth_certificate
fa0ef504fea4,1964-01-01,relationship_start,neutral,-10.0760509506014,-5.903462859712635,2.118999457225568,birth_certificate
104168aa7b80,1964-02-25,professional_milestone,positive,-4.897060772872137,-0.8755998879009481,7.29798963495483,birth_certificate
eee008e871b5,1964-08-14,marriage,positive,-14.303556351536498,-10.693453133177783,-2.108505943709531,birth_certificate
eee008e871b5,1964-08-14,marriage,positive,-14.303556351536498,-10.693453133177783,-2.108505943709531,birth_certificate
eee008e871b5,1964-08-14,marriage,positive,-14.303556351536498,-10.693453133177783,-2.108505943709531,birth_certificate
eee008e871b5,1964-08-14,marriage,positive,-14.303556351536498,-10.693453133177783,-2.108505943709531,birth_certificate
909b73e4b6a9,1967-01-01,legal,negative,-14.77152565470078,-11.13611548750643,-2.5764752468738124,birth_certificate
209a02a1ad24,1967-08-17,marriage,positive,-13.751128341956669,-9.98661833834733,-1.5560779341297015,birth_certificate
209a02a1ad24,1967-08-17,marriage,positive,-13.751128341956669,-9.98661833834733,-1.5560779341297015,birth_certificate
209a02a1ad24,1967-08-17,marriage,positive,-13.751128341956669,-9.98661833834733,-1.5560779341297015,birth_certificate
209a02a1ad24,1967-08-17,marriage,positive,-13.751128341956669,-9.98661833834733,-1.5560779341297015,birth_certificate
b636592f0d40,1968-01-01,birth_child,positive,-13.152220595989812,-9.79726564733384,-0.9571701881628448,birth_certificate
f02b2d26c8f5,1971-01-01,legal,positive,-11.827057910456135,-8.761975318270146,0.3679924973708299,birth_certificate
6f0b38e749ee,1972-01-01,birth_child,positive,-16.537837179445326,-13.036365782327826,-4.342786771618359,birth_certificate
fd7873b993ab,1974-01-01,award,positive,-15.153706933105758,-11.708305717198783,-2.95865652527879,birth_certificate
fd7873b993ab,1974-01-01,professional_milestone,positive,-15.153706933105758,-11.708305717198783,-2.95865652527879,birth_certificate
fd24b9ebe84a,1976-01-01,publication,positive,-13.89315750298072,-9.622236560904334,-1.6981070951537536,birth_certificate
1881d63114e6,1976-06-15,birth_child,positive,-12.089087894936023,-8.065708740253076,0.105962512890942,birth_certificate
e683125461ad,1977-01-01,marriage,positive,-14.018332196815669,-10.7451085648578,-1.8232817889887016,birth_certificate
e683125461ad,1977-01-01,marriage,positive,-14.018332196815669,-10.7451085648578,-1.8232817889887016,birth_certificate
e683125461ad,1977-01-01,marriage,positive,-14.018332196815669,-10.7451085648578,-1.8232817889887016,birth_certificate
e683125461ad,1977-01-01,marriage,positive,-14.018332196815669,-10.7451085648578,-1.8232817889887016,birth_certificate
5667ece27a68,1977-12-30,birth_child,positive,-9.943727569759124,-6.586652401443372,2.2513228380678445,birth_certificate
f8419087423e,1981-01-01,retirement,neutral,-12.02476982036292,-8.949769820339199,0.1702805874640471,birth_certificate
410576b4db3c,1984-01-01,health_critical,negative,-7.713402037107439,-4.653402037107439,4.481648370719528,birth_certificate
4977d15e8d96,1986-11-19,marriage,positive,-10.300360978228394,-5.84600617002574,1.8946894295985728,birth_certificate
4977d15e8d96,1986-11-19,marriage,positive,-10.300360978228394,-5.84600617002574,1.8946894295985728,birth_certificate
4977d15e8d96,1986-11-19,marriage,positive,-10.300360978228394,-5.84600617002574,1.8946894295985728,birth_certificate
4977d15e8d96,1986-11-19,marriage,positive,-10.300360978228394,-5.84600617002574,1.8946894295985728,birth_certificate
58ab95ce8102,1990-01-01,award,positive,-5.277735721042709,-2.3795113265377603,6.917314686784258,birth_certificate
3e9d3e77a979,1996-07-19,professional_milestone,positive,-11.781574753442086,-7.72520169180777,0.4134756543848805,birth_certificate
8b61afad356e,1999-01-01,award,positive,-12.983883377275909,-9.487401475642333,-0.7888329694489418,birth_certificate
a7c3fcbd28a2,2001-01-01,award,positive,-10.617988228231695,-7.559016275189679,1.57706217959527,birth_certificate
ce78fb9f19e8,2002-01-11,award,positive,-9.263039203321553,-6.248107775179886,2.9320112045054145,birth_certificate
17d8080f35ee,2005-01-01,award,positive,-11.63811265543952,-8.07396885593485,0.5569377523874461,birth_certificate
17d8080f35ee,2005-01-01,award,positive,-11.63811265543952,-8.07396885593485,0.5569377523874461,birth_certificate
d4f135a982a3,2016-06-03,death,negative,-16.732158520916258,-12.22550622727745,-4.537108113089291,birth_certificate
2e97a13aaf11,1963-01-01,relocation,neutral,-14.2564634263963,-11.106157729334557,-0.1570603376693995,birth_certificate
2e97a13aaf11,1963-01-01,arrest,negative,-14.2564634263963,-11.106157729334557,-0.1570603376693995,birth_certificate
873da6c03718,1965-05-01,relocation,neutral,-13.196110113147942,-9.980338845330555,0.9032929755789584,birth_certificate
fef683aaa224,1966-06-04,professional_milestone,positive,-10.355793989600937,-5.877036538376461,3.743609099125965,birth_certificate
93a7a17075ed,1967-01-01,professional_milestone,positive,-16.294466464948076,-12.698949819605032,-2.195063376221176,birth_certificate
cc8223354ec5,1969-08-15,professional_milestone,positive,-12.600054010224396,-8.828886012220384,1.4993490785025028,birth_certificate
40d839ade1ae,1970-10-04,death,negative,-11.846110103969766,-9.010524482777768,2.2532929847571346,birth_certificate
ee1f16a0266e,1971-01-01,publication,positive,-11.97654034097819,-8.96097968695906,2.1228627477487105,birth_certificate
7316a3acea55,1995-01-01,award,positive,-11.768259171690955,-8.66859277335912,2.331143917035943,birth_certificate
6b03d3bbae93,2005-01-01,award,positive,-9.34961614818377,-5.893704406153718,4.74978694054313,birth_certificate
0e185c3f4146,2013-01-01,award,positive,-12.67830450629086,-9.158546410869263,1.4210985824360414,birth_certificate
f6fa7a832ede,1938-01-01,death,negative,-10.3048945240798,-6.57445409459116,0.7348574026197117,birth_certificate
654b5bc23bbb,1949-05-01,education_end,positive,-15.682373341059623,-11.86425369514654,-4.642621414360114,birth_certificate
ecdc0dac4f37,1951-01-01,professional_milestone,positive,-11.968205828503937,-8.86474532648612,-0.9284539018044242,birth_certificate
fffb57ffc0a9,1951-07-01,professional_milestone,positive,-11.274992740921835,-7.428416402493749,-0.2352408142223243,birth_certificate
72253442307d,1954-01-01,award,positive,-10.13749076122926,-6.700115984544922,0.902261165470252,birth_certificate
c4af7dc28d72,1954-04-08,professional_milestone,positive,-16.753049762881503,-12.456386869080635,-5.713297836181992,birth_certificate
fff45f201358,1955-03-01,publication,positive,-12.140263053851584,-8.756419743041635,-1.1005111271520729,birth_certificate
00282947d452,1955-09-30,death,negative,-10.2503258211307,-7.234747045128442,0.7894261055688112,birth_certificate
00282947d452,1955-09-30,accident,negative,-10.2503258211307,-7.234747045128442,0.7894261055688112,birth_certificate
37dbe95372cf,1956-01-01,award,positive,-11.783565366616251,-7.947202829068066,-0.7438134399167424,birth_certificate
37dbe95372cf,1956-01-01,award,positive,-11.783565366616251,-7.947202829068066,-0.7438134399167424,birth_certificate
f97336a09615,1999-01-01,award,positive,-12.719542779024453,-9.220698775878304,-1.679790852324942,birth_certificate
da5f19b72ff3,1888-01-01,education_start,neutral,-8.022999563672567,-3.389091390294577,1.4795353571929797,birth_certificate
4fc8e330076c,1895-01-01,education_start,neutral,-15.703542543619236,-12.363052285990015,-6.201007622753691,birth_certificate
4fc8e330076c,1895-01-01,relocation,neutral,-15.703542543619236,-12.363052285990015,-6.201007622753691,birth_certificate
3396706cb3f6,1896-01-01,education_start,neutral,-13.131589459721251,-9.409575849820053,-3.629054538855705,birth_certificate
d7ee1ace5f03,1897-01-01,education_start,positive,-12.347506821961286,-9.24523471768542,-2.8449719010957395,birth_certificate
2d09ef43de58,1900-01-01,education_end,positive,-7.285297385950835,-4.168531804695748,2.2172375349147115,birth_certificate
fc7de545594e,1902-01-01,birth_child,positive,-7.05981791612168,-3.490596916291308,2.4427170047438667,birth_certificate
