metric,mean,std,min,max
rsi,1.6354734958159594,0.6178280567281476,0.8328349540935328,3.6005712971688904
dynamic_range,7.699528280968687,1.6281375287986848,5.237074603966329,12.253022475387104
smoothness,0.7965458992193223,0.21784134337273442,0.4625062442638409,1.6302337205755784
anisotropy,1.9916395670097924,0.16768824047672223,1.6184091664371287,2.31171911438078
natal_rank,0.5067828974678289,0.3106249430693792,0.0091324200913242,0.975093399750934
n_local_maxima,141.52,28.09258744558349,87.0,193.0
